date,RREC3003
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,
2013-02-01,
2013-03-01,
2013-04-01,
2013-05-01,
2013-06-01,
2013-07-01,
2013-08-01,
2013-09-01,
2013-10-01,
2013-11-01,
2013-12-01,
2014-01-01,
2014-02-01,
2014-03-01,
2014-04-01,
2014-05-01,
2014-06-01,
2014-07-01,
2014-08-01,
2014-09-01,
2014-10-01,
2014-11-01,
2014-12-01,
2015-01-01,
2015-02-01,
2015-03-01,
2015-04-01,
2015-05-01,
2015-06-01,
2015-07-01,
2015-08-01,
2015-09-01,
2015-10-01,
2015-11-01,
2015-12-01,
2016-01-01,
2016-02-01,
2016-03-01,
2016-04-01,
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,
2016-09-01,
2016-10-01,
2016-11-01,
2016-12-01,
2017-01-01,
2017-02-01,
2017-03-01,
2017-04-01,
2017-05-01,
2017-06-01,
2017-07-01,
2017-08-01,
2017-09-01,
2017-10-01,
2017-11-01,
2017-12-01,
2019-01-01,2306.19368
2019-02-01,2093.21322
2019-03-01,4550.31061
2019-04-01,2127.64944
2019-05-01,2168.859600000001
2019-06-01,4410.231000000001
2019-07-01,2109.027599999999
2019-08-01,1925.81817
2019-09-01,4488.054720000002
2019-10-01,2039.70735
2019-11-01,1870.8294
2019-12-01,4437.812029999999
2020-01-01,2125.09359
2020-02-01,2242.7446300000006
2020-03-01,4894.580919999999
2020-04-01,2393.5951
2020-05-01,2390.87193
2020-06-01,4743.94545
2020-07-01,2307.68081
2020-08-01,1951.19985
2020-09-01,2015.7711000000004
2020-10-01,2009.55167
2020-11-01,2175.51239
2020-12-01,2140.5779
2021-01-01,2342.49142
2021-02-01,2155.19274
2021-03-01,2106.29127
2021-04-01,2046.72593
2021-05-01,2057.52837
2021-06-01,1882.61801
2021-07-01,1705.93257
2021-08-01,1739.71889
2021-09-01,1744.79662
2021-10-01,1806.67281
2021-11-01,2196.365719999999
2021-12-01,1998.0758
2022-01-01,2034.2520000000009
2022-02-01,1944.1017400000003
2022-03-01,1807.45438
2022-04-01,1442.05844
2022-05-01,1559.78794
2022-06-01,1391.923730000001
2022-07-01,1460.332839999999
2022-08-01,1567.820240000001
2022-09-01,1473.8413000000005
2022-10-01,1459.28846
2022-11-01,1466.67183
2022-12-01,1577.722770000001
2023-01-01,1838.54763
2023-02-01,1803.74752
2023-03-01,1571.11544
2023-04-01,1493.6953999999998
2023-05-01,1876.36637
2023-06-01,1589.03341
2023-07-01,1604.06601
2023-08-01,1463.44551
2023-09-01,1399.309680000001
2023-10-01,1312.03736
2023-11-01,1356.91524
2023-12-01,1449.4785
2024-01-01,2297.0662
2024-02-01,2436.636759999999
2024-03-01,1885.45623
2024-04-01,1971.96451
2024-05-01,1984.1758
2024-06-01,1943.68254
2024-07-01,2065.75287
2024-08-01,2102.96951


 Definition: Recaudación del SRI: Impuesto de Activos en el Exterior. Source: SRI
